"Quadrant","RecordID","SightDate","Year","Month","Time","Location","FishArea","Species","Comments","Channel","Source","Harrassment","OCstranding","SJCstranding","FieldIvest","Hydrophone","StrandReport","Alive.Dead","Count","Reliable_Source","Record_Type","Season","Group_size","Arc_Lat","Arc_Long","lat_all","long_all","mean_long","mean_lat"
168,40276,"7/8/10",2010,7,"17:56",5966,"7","Harbor Porpoise",NA,"Other","WW-SJS",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Summer","10-25",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,82561,"10/11/12",2012,10,"13:00",5952,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,39730,"5/30/10",2010,5,"18:30",5952,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,1310,"1/29/00",2000,1,"16:30",1413,"7","Harbor Porpoise","Dead female; RWO respoded","Hotline","Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,"2000-SJ001","Dead",NA,"Trained_Observer","Stranding","Winter",NA,NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,34660,"9/25/09",2009,9,"12:10",5952,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79436,"8/7/89",1989,8,"12:00",5952,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Summer","5-10",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,9176,"8/30/05",2005,8,"11:30",1413,"7","Harbor Porpoise","Foraging in SJ Channel","Other","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,77167,"8/20/91",1991,8,"19:32",5133,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79413,"6/15/87",1987,6,"14:30",5952,"7","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,13054,"9/7/07",2007,9,"14:50",5952,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Trained_Observer","Sighting","Fall","5-10",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79438,"9/10/89",1989,9,"14:05",5952,"7","Harbor porpoise","3 mom and calf pairs","HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Fall","5-10",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,82806,"8/18/12",2012,8,NA,5952,"7","Harbor Porpoise","1045 departure","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,13131,"7/24/07",2007,7,"11:45",5952,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Summer",NA,NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79334,"6/22/76",1976,6,"12:31",5952,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,82827,"8/13/12",2012,8,NA,5952,"7","Harbor Porpoise","PM sighting","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79405,"9/9/85",1985,9,"17:00",5952,"7","harbor porpoise",NA,"HDB","WW-Misty",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79404,"8/17/85",1985,8,"16:00",5952,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79373,"6/13/83",1983,6,"10:00",5952,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
168,79370,"8/20/82",1982,8,"19:30",5952,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.63814,-123.10166,-123.10166,48.63814
169,32122,"9/14/06",2006,9,"16:00",384,"7","Harbor Porpoise",NA,"other","WP logbook",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,82707,"9/4/12",2012,9,"15:10",1372,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Public","Sighting","Fall","5-10",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,70313,"6/15/84",1984,6,"17:15",2988,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,10908,"8/12/06",2006,8,"14:30",6689,"7","Harbor Porpoise","Lone calf swimming in bay; landed on man's beach but swam off when he approached it.  He watched but never saw it again.","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"NR","Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.604308,-123.149978666667,-123.149978666667,48.6037053333333
169,77099,"9/14/85",1985,9,NA,5084,"7","Harbor porpoise","Mom and calf","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,69772,"6/25/84",1984,6,"16:14",2658,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,79714,"7/31/88",1988,7,"13:45",6080,"7","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,63603,"8/16/82",1982,8,"19:15",384,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,10909,"8/12/06",2006,8,"12:30",6689,"7","Harbor Porpoise","Lone calf spotted by Kari K. - said it was struggling to stay afloat.  She never saw it again.","Hotline","TWM",FALSE,FALSE,TRUE,TRUE,FALSE,"NR","Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.604308,-123.149978666667,-123.149978666667,48.6037053333333
169,13121,"7/30/07",2007,7,NA,1372,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",12,"Trained_Observer","Sighting","Summer","10-25",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,77273,"6/13/83",1983,6,"19:00",5141,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,73506,"5/15/76",1976,5,"19:26",3615,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Spring","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,63582,"6/18/76",1976,6,"17:10",384,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,74275,"8/27/82",1982,8,"19:00",4054,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,70323,"8/21/84",1984,8,"12:45",2988,"7","Harbor porpoise","Mom and calf","HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,11116,"9/15/06",2006,9,"11:30",3755,"7","Harbor Porpoise","Dead adult caught in gillnet; cut loose by WDFW and delivered to ALT.  Sunk in water at FHL for necropsy.","Other","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2006-SJ094","Dead",1,"Trained_Observer","Stranding","Fall","1-5",NA,NA,48.6025,-123.149978666667,-123.149978666667,48.6037053333333
169,44360,"7/3/11",2011,7,"11:30",4054,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",10,"Public","Sighting","Summer","10-25",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,751,"6/26/98",1998,6,NA,4054,"7","Harbor Porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Summer",NA,NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
169,39563,"9/25/10",2010,9,NA,6990,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.6037053333333,-123.149978666667,-123.149978666667,48.6037053333333
170,10847,"8/4/06",2006,8,"12:30",6064,"7","Harbor Porpoise","Dead calf on beach; ALT and LL response - collected body and put in refrigerator for future necropsy.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2006-SJ072","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.684,-123.234,-123.234,48.684
170,15416,"7/29/08",2008,7,NA,6064,"7","Harbor Porpoise","Dead neonate on beach; Lisa L. collected and we necropsied on 8/1/08.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2008-SJ031","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.684,-123.234,-123.234,48.684
170,13119,"7/31/07",2007,7,"15:15",6064,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",7,"Trained_Observer","Sighting","Summer","5-10",NA,NA,48.684,-123.234,-123.234,48.684
170,243,"7/2/97",1997,7,NA,6064,"7","Harbor Porpoise","Porpoises surfacing beside boat",NA,"Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.684,-123.234,-123.234,48.684
170,13132,"7/22/07",2007,7,"15:15",6064,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Summer",NA,NA,NA,48.684,-123.234,-123.234,48.684
171,76186,"6/16/90",1990,6,"11:00",1606,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",48.675,-123.313,48.675,-123.313,-123.313,48.675
171,77380,"8/31/90",1990,8,"12:51",5223,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.675,-123.313,48.675,-123.313,-123.313,48.675
171,73960,"5/30/90",1990,5,"12:00",3747,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",48.675,-123.313,48.675,-123.313,-123.313,48.675
171,39716,"6/11/10",2010,6,"16:15",2362,"19C","Harbor Porpoise","feeding","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Summer","10-25",48.675,-123.313,48.675,-123.313,-123.313,48.675
172,78596,"6/13/89",1989,6,NA,5715,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",48.68,-123.374,48.68,-123.374,-123.374,48.68
172,78602,"6/21/90",1990,6,"9:10",5715,"19C","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Trained_Observer","Sighting","Summer","5-10",48.68,-123.374,48.68,-123.374,-123.374,48.68
172,78601,"6/20/90",1990,6,"9:10",5715,"19C","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Summer","1-5",48.68,-123.374,48.68,-123.374,-123.374,48.68
172,78600,"6/19/90",1990,6,"9:05",5715,"19C","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Summer","1-5",48.68,-123.374,48.68,-123.374,-123.374,48.68
173,65744,"8/31/90",1990,8,"13:53",7262,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,65742,"5/8/90",1990,5,"11:15",7262,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,69959,"8/4/90",1990,8,"14:10",5708,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,78561,"7/7/90",1990,7,"16:20",5708,"19C","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,65743,"5/24/90",1990,5,NA,7262,"19C","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,69960,"9/6/90",1990,9,NA,5708,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
173,82717,"9/2/12",2012,9,"16:00",5708,"19C","Harbor Porpoise","Killed by T30s","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Dead",2,"Public","Stranding","Fall","1-5",48.625,-123.367,48.625,-123.367,-123.367,48.625
174,73277,"9/22/89",1989,9,"12:00",3521,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,73266,"4/2/77",1977,4,NA,3521,"19C","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,78578,"8/4/90",1990,8,"12:45",5716,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,73270,"7/31/88",1988,7,"13:45",3521,"19C","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,73282,"8/31/90",1990,8,"13:05",3521,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,44332,"6/7/11",2011,6,"13:30",2507,"19C","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",12,"Public","Sighting","Summer","10-25",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,78576,"7/25/90",1990,7,"13:30",5716,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,78566,"9/4/84",1984,9,"10:04",5716,"19C","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,73269,"7/17/88",1988,7,"14:00",3521,"19C","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,68846,"6/23/91",1991,6,"14:10",2507,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,78571,"9/23/89",1989,9,"13:00",5716,"19C","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",8,"Trained_Observer","Sighting","Fall","5-10",48.635,-123.298,48.635,-123.298,-123.298,48.635
174,78568,"6/1/86",1986,6,"18:00",5716,"19C","harbor porpoise","Repeatedly porpoising in the boat wake","HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",48.635,-123.298,48.635,-123.298,-123.298,48.635
176,78803,"5/29/80",1980,5,"11:20",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62876,"9/20/84",1984,9,"10:00",221,"7","Harbor porpoise","Mom and calf","HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,77956,"8/16/89",1989,8,"21:00",5321,"7","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62624,"8/25/81",1981,8,"17:00",221,"7","harbor porpoise","1 calf","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62520,"8/10/80",1980,8,"19:35",221,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62081,"10/5/78",1978,10,"9:15",221,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62082,"10/5/78",1978,10,"17:30",221,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62098,"5/6/79",1979,5,"18:22",221,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,61987,"3/25/80",1980,3,"11:00",221,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,36839,"7/13/10",2010,7,"15:20",3296,"7","Harbor Porpoise","Dead floater - rec'd report from BC Stranding Network 2 days later.","Other","Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,"2010-SJ046","Dead",1,"Trained_Observer","Stranding","Summer","1-5",NA,NA,48.53,-123.168095,-123.168095,48.5398999
176,77858,"5/1/85",1985,5,"16:00",5321,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Public","Sighting","Spring","5-10",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,77849,"7/23/84",1984,7,"14:30",5321,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78785,"5/7/79",1979,5,"20:10",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,77755,"9/11/76",1976,9,"12:09",5321,"7","Harbor porpoise","Calf being chased by orcas","HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78779,"3/10/79",1979,3,"17:35",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Spring",NA,NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,87927,"5/29/14",2014,5,"9:47",221,"7","Harbor Porpoise","Dead harbor porpoise floating offshore. Collected by JB and transferred to FHL","Hotline","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2014-SJ009","Dead",1,"Trained_Observer","Stranding","Spring","1-5",NA,NA,48.5497998,-123.168095,-123.168095,48.5398999
176,84395,"7/6/13",2013,7,"21:25",5795,"7","Harbor Porpoise","Kayak guide reported a harbor porpoise with what looked like a propeller wound still alive. A response was carried out but the animal was not found.","Other","TWM",FALSE,FALSE,TRUE,TRUE,FALSE,"DFNA","Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78798,"10/1/79",1979,10,"18:30",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,77939,"8/21/88",1988,8,"13:50",5321,"7","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78800,"3/25/80",1980,3,"11:40",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,2200,"5/26/01",2001,5,"20:00",221,"7","Harbor Porpoise","Fresh dead , floating in kelp.",NA,"Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Trained_Observer","Stranding","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78781,"3/30/79",1979,3,"13:20",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62881,"9/23/84",1984,9,"16:42",221,"7","Harbor porpoise",NA,"HDB","researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62077,"8/7/78",1978,8,"20:20",221,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",8,"Public","Sighting","Summer","5-10",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78794,"7/21/79",1979,7,"14:00",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62065,"6/11/78",1978,6,"16:50",221,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78824,"7/5/81",1981,7,"8:00",5811,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,62070,"6/30/78",1978,6,"20:00",221,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78821,"3/15/81",1981,3,"15:30",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78797,"9/26/79",1979,9,"16:25",5811,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Fall","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
176,78690,"5/28/81",1981,5,"21:00",5795,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5398999,-123.168095,-123.168095,48.5398999
