"Quadrant","RecordID","SightDate","Year","Month","Time","Location","FishArea","Species","Comments","Channel","Source","Harrassment","OCstranding","SJCstranding","FieldIvest","Hydrophone","StrandReport","Alive.Dead","Count","Reliable_Source","Record_Type","Season","Group_size","Arc_Lat","Arc_Long","lat_all","long_all","mean_long","mean_lat"
187,46571,"4/12/12",2012,4,"15:16",4123,"7","Harbor Porpoise","Dead on beach - retrieved and put in freezer for future necropsy","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2012-SJ003","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.502446,-122.964006647059,-122.964006647059,48.5004689411765
187,77555,"5/1/76",1976,5,"16:35",5305,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,337,"9/19/97",1997,9,"16:00",5147,"7","Harbor Porpoise","One adult and one calf",NA,"Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Fall","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,46969,"5/8/12",2012,5,"19:30",4123,"7","Harbor Porpoise","Dead on beach; good condition so picked up for same-day necropsy","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2012-SJ011","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.513719,-122.964006647059,-122.964006647059,48.5004689411765
187,32148,"9/30/06",2006,9,"12:35",5305,"7","Harbor Porpoise",NA,"other","WP logbook",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,4702,"5/4/03",2003,5,NA,2845,"7","Harbor Porpoise","Dead, tangled in fishing net. AS and KK picked up and put in FHL freezer.","Other","Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,"2003-SJ007","Dead",1,"Trained_Observer","Stranding","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,6897,"7/31/04",2004,7,NA,4123,"7","Harbor Porpoise","Gray, 30"" long, on beach.","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2004-SJ069","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,82545,"10/26/12",2012,10,"12:30",5305,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",12,"Public","Sighting","Fall","10-25",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,44233,"4/18/11",2011,4,"12:10",5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,44312,"5/30/11",2011,5,"15:00",5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Spring","10-25",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,82699,"9/6/12",2012,9,"16:45",5305,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Fall","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,13092,"8/13/07",2007,8,"14:45",2454,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Trained_Observer","Sighting","Summer","5-10",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,83317,"4/24/12",2012,4,"15:03",2454,"7","Harbor Porpoise","Spread","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Spring","10-25",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,82671,"9/11/12",2012,9,"14:20",2454,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",8,"Public","Sighting","Fall","5-10",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,317,"8/31/97",1997,8,"13:30",2454,"7","Harbor Porpoise","Adult with calf",NA,"Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,17940,"8/1/09",2009,8,"17:30",4123,"7","Harbor Porpoise","Dead neonate on beach; still trying to collect it.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2009-SJ042","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.5091,-122.964006647059,-122.964006647059,48.5004689411765
187,82676,"9/11/12",2012,9,"16:45",5305,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,81983,"4/19/95",1995,4,"20:30",4123,"7","Harbor Porpoise","Dead","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,83274,"5/8/12",2012,5,NA,5305,"7","Harbor Porpoise","Time: (Departed:1200)","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,44946,"9/1/11",2011,9,NA,5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",50,"Public","Sighting","Fall","50-100",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,43682,"9/19/11",2011,9,"14:00",5305,"7","Harbor Porpoise",NA,"Orca Network","WW-SJS",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,44995,"9/23/11",2011,9,"14:20",5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,44441,"8/21/11",2011,8,"11:00",5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",30,"Public","Sighting","Summer","25-50",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,6895,"7/31/04",2004,7,NA,4123,"7","Harbor Porpoise","Fresh dead.","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2004-SJ069","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,35617,"5/9/10",2010,5,"15:00",5633,"7","Harbor Porpoise","Dead floater in water; no response.  Got email a few days later.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2010-SJ011","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.474856,-122.964006647059,-122.964006647059,48.5004689411765
187,17939,"8/2/09",2009,8,"10:50",4123,"7","Harbor Porpoise","Dead neonate on beach; finally collected and put in freezer at FHL.","Hotline","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2009-SJ042","Dead",1,"Trained_Observer","Stranding","Summer","1-5",NA,NA,48.5091,-122.964006647059,-122.964006647059,48.5004689411765
187,45015,"9/30/11",2011,9,"12:30",5305,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",50,"Public","Sighting","Fall","50-100",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,3300,"5/15/02",2002,5,"11:00",5633,"7","Harbor Porpoise","Dead on beach - J. Knight responded","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
187,46570,"4/12/12",2012,4,"14:00",4123,"7","Harbor Porpoise","Dead on beach","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2012-SJ003","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.502446,-122.964006647059,-122.964006647059,48.5004689411765
187,6894,"7/31/04",2004,7,"9:30",4123,"7","Harbor Porpoise","Fresh dead newborn on beach","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2004-SJ069","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.5004689411765,-122.964006647059,-122.964006647059,48.5004689411765
188,68499,"6/5/85",1985,6,"20:30",2223,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,7060,"9/2/04",2004,9,"9:15",4349,"7","Harbor Porpoise","Milling and feeding","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Fall","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,77104,"7/11/81",1981,7,"18:15",5092,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83265,"5/11/12",2012,5,NA,4349,"7","Harbor Porpoise","Time (Depart: 1200 Arrive: 1600)","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Spring","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,77107,"11/15/82",1982,11,"12:10",5092,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,10088,"4/17/06",2006,4,"15:30",2210,"7","Harbor Porpoise","Dead off main dock (floating or on beach?) - ALT responded; could not locate carcass","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2006-SJ007","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.535833,-122.97023175,-122.97023175,48.53972625
188,9980,"4/6/06",2006,4,"10:00",6449,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",15,"Trained_Observer","Sighting","Spring","10-25",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,39752,"5/15/10",2010,5,NA,4349,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,68491,"6/14/84",1984,6,"11:40",2223,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,41823,"6/16/11",2011,6,NA,2223,"7","Harbor Porpoise","Cruising at top speed","Orca Network","WW-SJS",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,6301,"2/21/04",2004,2,NA,2210,"7","Harbor Porpoise","Dead adult porpoise submerged in 10 feet of water.  Washed away on 2/24/04. RWO has response.","Other","Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,"2004-SJ001","Dead",1,"Trained_Observer","Stranding","Winter","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,75246,"10/25/91",1991,10,"13:35",4349,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Public","Sighting","Fall","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,39809,"5/26/10",2010,5,"15:20",4349,"7","Harbor Porpoise","small group","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Spring",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,48848,"8/22/12",2012,8,"16:00",2202,"7","Harbor Porpoise","Porpoise calf floating in the harbor - picked up by local boater and brought back to the marina.  Put in freezer for future necropsy.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2012-SJ049","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.544228,-122.97023175,-122.97023175,48.53972625
188,68478,"7/2/94",1994,7,"10:00",2202,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,80827,"8/5/84",1984,8,"13:45",6449,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Summer","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,4824,"6/7/03",2003,6,"10:15",4349,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83175,"5/29/12",2012,5,"15:45",5284,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,75228,"7/19/86",1986,7,"17:30",4349,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,47420,"5/27/12",2012,5,NA,2095,"7","Harbor Porpoise","Skeletal - on beach.  Probably same as one called in on 5-6-12.","Email","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2012-SJ010","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83219,"5/22/12",2012,5,"15:20",5284,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Spring","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83203,"5/24/12",2012,5,"12:15",5284,"7","Harbor Porpoise","in small groups","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Spring","10-25",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,82938,"7/25/12",2012,7,"18:30",5284,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,82641,"9/18/12",2012,9,"14:25",5284,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Fall","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,2869,"12/28/01",2001,12,"14:00",4180,"7","Harbor Porpoise","Approx. 3' long - floating off beach","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Winter","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,75221,"11/3/84",1984,11,"14:55",4349,"7","Harbor porpoise","Mom and calf","HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,64955,"5/30/85",1985,5,"17:14",688,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Public","Sighting","Spring","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83104,"6/19/12",2012,6,"14:15",6386,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,84816,"9/2/13",2013,9,NA,2226,"7","Harbor Porpoise",NA,"Email","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,12801,"10/14/07",2007,10,"15:00",2836,"7","Harbor Porpoise","Dead calf on beach; ALT response - collected on 10/15/07.  Necropsied on 10/16/07.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2007-SJ093","Dead",1,"Public","Stranding","Fall","1-5",NA,NA,48.551944,-122.97023175,-122.97023175,48.53972625
188,68493,"6/21/84",1984,6,"11:15",2223,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,35619,"5/14/10",2010,5,"8:30",2086,"7","Harbor Porpoise","Dead floater; JKG response.  Collected and tied off to dock.  ALT picked up on 5/15/10 and put in freezer.","Hotline","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2010-SJ012","Dead",1,"Trained_Observer","Stranding","Spring","1-5",NA,NA,48.5269,-122.97023175,-122.97023175,48.53972625
188,75236,"12/22/88",1988,12,"11:00",4349,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Winter","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,44424,"8/5/11",2011,8,"14:35",5284,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",8,"Public","Sighting","Summer","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,44420,"8/8/11",2011,8,"14:20",5284,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Summer","10-25",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,78394,"5/9/85",1985,5,"14:30",5650,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,82780,"8/22/12",2012,8,NA,6386,"7","Harbor Porpoise","PM sighting","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,82586,"10/2/12",2012,10,"12:30",5284,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,13108,"8/7/07",2007,8,"17:15",6386,"7","Harbor Porpoise",NA,"Other","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Trained_Observer","Sighting","Summer","5-10",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,80441,"6/9/79",1979,6,"9:30",6386,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,86652,"10/3/13",2013,10,"15:30",5284,"7","Harbor Porpoise","Lots of harbor porpoise in tidal boils","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,80474,"9/24/89",1989,9,"10:15",6386,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,80471,"7/17/89",1989,7,"15:00",6386,"7","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83162,"5/31/12",2012,5,NA,5092,"7","Harbor Porpoise","PM sighting. (Sometime b/w: 1400-1715)","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",10,"Public","Sighting","Spring","10-25",NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,42448,"7/9/11",2011,7,NA,5284,"7","Harbor Porpoise",NA,"Orca Network","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
188,83164,"5/31/12",2012,5,NA,5092,"7","Harbor Porpoise","PM sighting. (Sometime b/w: 1400-1715)","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Spring",NA,NA,NA,48.53972625,-122.97023175,-122.97023175,48.53972625
189,19221,"10/4/09",2009,10,NA,3997,"7","Harbor Porpoise","Dead subadult(?) on rocks; called in too late to investigate.","Other","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2009-SJ090","Dead",1,"Public","Stranding","Fall","1-5",NA,NA,48.596904,-122.804146,-122.804146,48.596904
189,82004,"4/17/95",1995,4,NA,3999,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.596904,-122.804146,-122.804146,48.596904
189,81993,"4/17/95",1995,4,NA,3999,"7","Harbor Porpoise","Dead","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.596904,-122.804146,-122.804146,48.596904
189,2603,"9/21/01",2001,9,"7:21",3350,"7","Harbor Porpoise",NA,NA,"Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.596904,-122.804146,-122.804146,48.596904
189,74809,"9/18/80",1980,9,"13:30",4243,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Public","Sighting","Fall","10-25",NA,NA,48.596904,-122.804146,-122.804146,48.596904
189,38774,"11/7/10",2010,11,"15:00",3350,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Fall",NA,NA,NA,48.596904,-122.804146,-122.804146,48.596904
190,7063,"9/2/04",2004,9,"7:30",1816,"7","Harbor Porpoise","Swimming","Other","TWM",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Fall","1-5",48.676,-122.91,48.676,-122.91,-122.91,48.676
191,39623,"8/19/10",2010,8,"12:50",1467,"7","Harbor Porpoise","mom and calf","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,73505,"3/2/96",1996,3,NA,3613,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,3732,"8/7/02",2002,8,NA,3878,"7","Harbor Porpoise","Already investigated.","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Summer","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,4701,"5/2/03",2003,5,NA,3878,"7","Harbor Porpoise","Floating offshore. JKG picked up and put in FHL freezer.","Other","Reliable",FALSE,FALSE,TRUE,FALSE,FALSE,"2003-SJ006","Dead",1,"Trained_Observer","Stranding","Spring","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,75846,"12/13/83",1983,12,"14:00",4493,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Winter","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,3718,"8/6/02",2002,8,"14:30",3878,"7","Harbor Porpoise","Dead on beach. RWO has response","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",NA,"Public","Stranding","Summer",NA,48.614,-122.979,48.614,-122.979,-122.979,48.614
191,615,"4/30/98",1998,4,"16:30",3878,"7","Harbor Porpoise","Dead",NA,"Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,77093,"3/9/96",1996,3,NA,5080,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Spring","5-10",48.614,-122.979,48.614,-122.979,-122.979,48.614
191,88112,"6/7/14",2014,6,NA,2065,"7","Harbor Porpoise","harbor porpoise skeleton. RP's friend had seen it floating the night before. Not positive on date","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"DNFA","Dead",1,"Public","Stranding","Summer","1-5",48.614,-122.979,48.614,-122.979,-122.979,48.614
192,45047,"10/11/11",2011,10,"15:40",5283,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Fall","1-5",NA,NA,48.609336,-123.030093,-123.030093,48.609336
192,44236,"4/19/11",2011,4,"12:45",5285,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Spring","5-10",NA,NA,48.609336,-123.030093,-123.030093,48.609336
192,88113,"6/7/14",2014,6,NA,7261,"7","Harbor Porpoise","Date is estimate! Reported by a fisherman to Nate at Deer Harbor Cruises. He never saw the animal","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"NR",NA,1,"Public","Sighting","Summer","1-5",NA,NA,48.609336,-123.030093,-123.030093,48.609336
192,79486,"4/23/91",1991,4,"11:45",7272,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Spring","1-5",NA,NA,48.609336,-123.030093,-123.030093,48.609336
192,44297,"5/23/11",2011,5,"15:15",5285,"7","Harbor Porpoise",NA,"Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",NA,NA,48.609336,-123.030093,-123.030093,48.609336
