RecordID,SightDate,Year,Month,Time,Location,Location2,FishArea,Quadrant,ActualLatitude,ActualLongitude,Species,Count,Count_clean,Direction,Pod,LikelyPod,Comments,Channel,Source,ReportingParty,Harrassment,OCstranding,SJCstranding,FieldIvest,Hydrophone,StrandReport,Alive/Dead,Stranded
75339,6/9/1991,1991,6,11:15,4358,,7,166,0,0,Harbor porpoise,4,4,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75340,6/13/1991,1991,6,8:15,4358,,7,166,0,0,Harbor porpoise,1,1,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75341,6/23/1991,1991,6,14:30,4358,,7,166,0,0,Harbor porpoise,5,5,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75343,6/27/1991,1991,6,,4358,,7,166,0,0,Harbor porpoise,2,2,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75344,6/28/1991,1991,6,,4358,,7,166,0,0,Harbor porpoise,3,3,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75345,6/30/1991,1991,6,9:10,4358,,7,166,0,0,Harbor porpoise,1,1,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75346,6/30/1991,1991,6,15:30,4358,,7,166,0,0,Harbor porpoise,1,1,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75347,7/19/1991,1991,7,,4358,,7,166,0,0,Harbor porpoise,2,2,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
75348,7/23/1991,1991,7,,4358,,7,166,0,0,Harbor porpoise,1,1,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78160,4/25/1976,1976,4,12:07,5414,,7,166,0,0,Harbor porpoise,20+,20+,,,,,HDB,Researchers,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78161,4/23/1978,1978,4,18:10,5414,,7,166,0,0,Harbor porpoise,5-Mar,3.5,S,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78163,7/28/1983,1983,7,16:20,5414,,7,166,0,0,Harbor porpoise,5,5,mill,,,2 calves,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78168,8/21/1987,1987,8,13:00,5414,,7,166,0,0,Harbor porpoise,2+,2+,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78169,7/17/1988,1988,7,12:30,5414,,7,166,0,0,Harbor porpoise,5,5,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78170,8/7/1989,1989,8,15:30,5414,,7,166,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78171,8/22/1989,1989,8,16:10,5414,,7,166,0,0,Harbor porpoise,1,1,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78173,7/27/1991,1991,7,12:37,5414,,7,166,0,0,Harbor porpoise,3,3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78174,7/27/1991,1991,7,12:41,5414,,7,166,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
78175,8/7/1991,1991,8,14:45,5414,,7,166,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13099,8/10/2007,2007,8,11:30,5414,,7,166,,,Harbor Porpoise,30,30,,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73660,8/6/1982,1982,8,11:00,7230,,7,166,0,0,harbor porpoise,5,5,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73662,7/10/1985,1985,7,17:15,7230,,7,166,0,0,Harbor porpoise,2,2,mill,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73663,7/17/1988,1988,7,13:00,7230,,7,166,0,0,Harbor porpoise,2,2,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73664,7/23/1988,1988,7,15:30,7230,,7,166,0,0,Harbor porpoise,5,5,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73665,8/28/1988,1988,8,14:00,7230,,7,166,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73666,9/1/1988,1988,9,16:00,7230,,7,166,0,0,Harbor porpoise,1,1,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73667,9/2/1988,1988,9,14:50,7230,,7,166,0,0,Harbor porpoise,2,2,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73668,8/8/1989,1989,8,15:40,7230,,7,166,0,0,Harbor porpoise,1,1,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73670,11/5/1989,1989,11,14:30,7230,,7,166,0,0,Harbor porpoise,25-40,25.4,mill,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39669,7/23/2010,2010,7,16:50,7230,,7,166,0,0,Harbor Porpoise,10+,10+,,,,feeding,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39544,10/3/2010,2010,10,14:00,7230,,7,166,0,0,Harbor Porpoise,6+,6+,,,,foraging,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81110,10/20/1984,1984,10,12:45,7234,,7,166,0,0,Harbor porpoise,2,2,mill,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68311,8/6/1984,1984,8,16:25,2102,,7,167,0,0,Harbor porpoise,2,2,S,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68316,9/1/1985,1985,9,13:00,2102,,7,167,0,0,Harbor porpoise,1,1,E,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68318,6/12/1986,1986,6,,2102,,7,167,0,0,harbor porpoise,2,2,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68321,9/17/1988,1988,9,16:50,2102,,7,167,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68322,6/3/1989,1989,6,14:10,2102,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68326,7/18/1989,1989,7,15:50,2102,,7,167,0,0,Harbor porpoise,1,1,mill,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68327,8/12/1989,1989,8,15:30,2102,,7,167,0,0,Harbor porpoise,3+,3+,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68330,9/10/1989,1989,9,15:50,2102,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68331,11/26/1989,1989,11,15:00,2102,,7,167,0,0,Harbor porpoise,6-Apr,4.6,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68332,7/11/1990,1990,7,10:00,2102,,7,167,0,0,Harbor porpoise,9,9,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68334,7/27/1990,1990,7,14:00,2102,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68336,3/31/1991,1991,3,16:30,2102,,7,167,0,0,Harbor porpoise,6,6,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68337,5/28/1991,1991,5,14:15,2102,S of,7,167,0,0,Harbor porpoise,9,9,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68338,5/28/1991,1991,5,17:00,2102,S of,7,167,0,0,Harbor porpoise,1,1,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68339,5/30/1991,1991,5,14:30,2102,S of,7,167,0,0,Harbor porpoise,4,4,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68341,6/19/1991,1991,6,10:04,2102,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68342,7/4/1991,1991,7,12:45,2102,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68343,7/17/1991,1991,7,11:21,2102,,7,167,0,0,Harbor porpoise,3-Feb,2.3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68345,8/8/1991,1991,8,18:25,2102,,7,167,0,0,Harbor porpoise,3,3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68346,8/10/1991,1991,8,11:43,2102,,7,167,0,0,Harbor porpoise,4,4,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68347,8/13/1991,1991,8,19:27,2102,S of,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68348,8/20/1991,1991,8,18:28,2102,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68349,8/26/1991,1991,8,13:22,2102,S of,7,167,0,0,Harbor porpoise,4,4,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68350,8/26/1991,1991,8,13:28,2102,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
7814,2/20/2005,2005,2,,2102,,7,167,,,Harbor Porpoise,,,,,,several porpoise,Orca Network,TWM,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
7815,2/21/2005,2005,2,,2102,,7,167,,,Harbor Porpoise,,,,,,several porpoise,Orca Network,TWM,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
31978,4/29/2006,2006,4,,2102,Flattop Island,7,167,,,Harbor Porpoise,,,,,,,other,WP logbook,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
33919,7/16/2009,2009,7,16:45,2102,Flattop Island,7,167,,,Harbor Porpoise,,,N,,,,other,WesternPri,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
34137,8/5/2009,2009,8,16:30,2102,Flattop Island,7,167,,,Harbor Porpoise,,,,,,,other,WesternExp,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39817,4/23/2010,2010,4,,2102,,7,167,0,0,Harbor Porpoise,3,3,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39774,5/8/2010,2010,5,13:50,2102,,7,167,0,0,Harbor Porpoise,4-Mar,3.4,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39580,9/15/2010,2010,9,14:30,2102,,7,167,0,0,Harbor Porpoise,20+,20+,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83341,4/15/2012,2012,4,,2102,,7,167,0,0,Harbor Porpoise,,,,,,Sometime b/w 1300-1530,Other,WW-WP,Craig,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83330,4/20/2012,2012,4,12:30,2102,1 mi east Flattop,7,167,0,0,Harbor Porpoise,20~,20~,,,,,Other,WW-WP,Peter,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83270,5/9/2012,2012,5,14:50,2102,,7,167,0,0,Harbor Porpoise,10~,10~,,,,,Other,WW-WP,Nancy,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83237,5/17/2012,2012,5,,2102,N of Flattop,7,167,0,0,Harbor Porpoise,5-Mar,3.5,,,,Midday Sighting (Depart: 1200 Arrive: 1550),Other,WW-WP,Peter,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82633,9/19/2012,2012,9,15:10,2102,,7,167,0,0,Harbor Porpoise,,,,,,,Other,WW-WP,Nancy,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82638,9/19/2012,2012,9,17:30,2102,"Flattop, S",7,167,0,0,Harbor Porpoise,,,,,,,Other,WW-WP,Nancy,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68760,7/20/1989,1989,7,13:30,2426,,7,167,0,0,Harbor porpoise,6+,6+,,,,Porpoising in wake of boat - hybrids?,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68765,7/24/1991,1991,7,13:43,2426,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68766,8/6/1991,1991,8,17:27,2426,,7,167,0,0,Harbor porpoise,3-Feb,2.3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68767,8/10/1991,1991,8,11:20,2426,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68768,8/20/1991,1991,8,19:11,2426,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68770,9/12/1992,1992,9,16:10,2426,,7,167,0,0,harbor porpoise,5-Apr,4.5,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
68774,8/21/1996,1996,8,16:41,2426,,7,167,0,0,harbor porpoise,20-Oct,10.2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
12697,9/9/2007,2007,9,17:00,2426,,7,167,,,Harbor Porpoise,~12,~12,,,,Zipping around in the water like Dall's porpoise,Orca Network,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13047,9/12/2007,2007,9,,2426,,7,167,,,Harbor Porpoise,15-20,15.2,,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13034,9/17/2007,2007,9,15:10,2426,,7,167,,,Harbor Porpoise,8-Apr,4.8,,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
17726,7/16/2009,2009,7,,2426,,7,167,,,Harbor Porpoise,15-Dec,12.15,,,,,Orca Network,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39806,4/27/2010,2010,4,14:50,2426,,7,167,0,0,Harbor Porpoise,36+,36+,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39801,4/28/2010,2010,4,15:15,2426,,7,167,0,0,Harbor Porpoise,4,4,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39546,10/2/2010,2010,10,15:20,2426,,7,167,0,0,Harbor Porpoise,6+,6+,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
44298,5/24/2011,2011,5,15:20,2426,,7,167,0,0,Harbor Porpoise,1,1,,,,,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
48831,8/13/2012,2012,8,13:30,2426,,7,167,48.62417,-123.07611,Harbor Porpoise,1,1,,,,Dead floater - picked up by Deer Harbor Charters and put in freezer at SeaDoc.,Hotline,Public,,FALSE,FALSE,TRUE,TRUE,FALSE,2012-SJ040,Dead,
81240,7/25/1980,1980,7,16:12,6829,,7,167,0,0,harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81243,7/28/1985,1985,7,16:55,6829,,7,167,0,0,harbor porpoise,,,,,,,HDB,WW-Misty,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81246,8/30/1987,1987,8,16:15,6829,,7,167,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81250,7/17/1989,1989,7,13:00,6829,,7,167,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81251,8/7/1989,1989,8,15:45,6829,,7,167,0,0,Harbor porpoise,3,3,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81252,8/7/1989,1989,8,15:50,6829,,7,167,0,0,Harbor porpoise,5,5,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81254,8/22/1989,1989,8,16:30,6829,,7,167,0,0,Harbor porpoise,1,1,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81257,7/16/1991,1991,7,11:10,6829,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81258,8/3/1991,1991,8,11:39,6829,,7,167,0,0,Harbor porpoise,6,6,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81259,8/13/1991,1991,8,19:00,6829,,7,167,0,0,Harbor porpoise,14,14,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81260,8/20/1991,1991,8,18:00,6829,,7,167,0,0,Harbor porpoise,2,2,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
81261,8/26/1991,1991,8,13:40,6829,,7,167,0,0,Harbor porpoise,1,1,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
44958,9/5/2011,2011,9,14:50,6829,,7,167,0,0,Harbor Porpoise,5+,5+,,,,,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
65062,7/10/1985,1985,7,13:05,771,,7,168,0,0,Harbor porpoise,2,2,S,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
31979,4/29/2006,2006,4,,771,Cactus Island,7,168,,,Harbor Porpoise,,,,,,,other,WP logbook,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
44333,6/7/2011,2011,6,15:15,771,,7,168,0,0,Harbor Porpoise,6-Apr,4.6,,,,porpoising,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83118,6/14/2012,2012,6,12:20,771,N. Cactus Island,7,168,0,0,Harbor Porpoise,2,2,,,,,Other,WW-WP,Peter,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82563,10/11/2012,2012,10,15:00,771,,7,168,0,0,Harbor Porpoise,25+,25+,,,,Foraging,Other,WW,WP-Nancy,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
9176,8/30/2005,2005,8,11:30,1413,,7,168,,,Harbor Porpoise,2,2,,,,Foraging in SJ Channel,Other,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
1310,1/29/2000,2000,1,16:30,1413,,7,168,,,Harbor Porpoise,,,,,,Dead female; RWO respoded,Hotline,Reliable,,FALSE,FALSE,TRUE,FALSE,FALSE,2000-SJ001,Dead,
7380,11/28/2004,2004,11,15:00,3892,,7,168,,,Harbor Porpoise,13,13,,,,Large group milling on backside of Spieden Is.; 2 juveniles,Other,TWM,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
45034,10/6/2011,2011,10,15:10,3892,,7,168,0,0,Harbor Porpoise,20+,20+,,,,feeding,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82628,9/22/2012,2012,9,,3892,,7,168,0,0,Harbor Porpoise,,,,,,PM sighting,Other,WW,WP-Peter,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
77166,8/14/1991,1991,8,19:03,5133,,7,168,0,0,Harbor porpoise,4,4,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
77167,8/20/1991,1991,8,19:32,5133,,7,168,0,0,Harbor porpoise,3,3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79334,6/22/1976,1976,6,12:31,5952,,7,168,0,0,Harbor porpoise,1,1,,,,,HDB,Researchers,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79370,8/20/1982,1982,8,19:30,5952,,7,168,0,0,harbor porpoise,4,4,N,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79373,6/13/1983,1983,6,10:00,5952,,7,168,0,0,Harbor porpoise,1,1,E,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79404,8/17/1985,1985,8,16:00,5952,,7,168,0,0,Harbor porpoise,2,2,N,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79405,9/9/1985,1985,9,17:00,5952,,7,168,0,0,harbor porpoise,2,2,,,,,HDB,WW-Misty,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79413,6/15/1987,1987,6,14:30,5952,,7,168,0,0,Harbor porpoise,3,3,,,,,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79436,8/7/1989,1989,8,12:00,5952,,7,168,0,0,Harbor porpoise,6,6,,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
79438,9/10/1989,1989,9,14:05,5952,,7,168,0,0,Harbor porpoise,6,6,,,,3 mom and calf pairs,HDB,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13131,7/24/2007,2007,7,11:45,5952,,7,168,,,Harbor Porpoise,,,5,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13054,9/7/2007,2007,9,14:50,5952,,7,168,,,Harbor Porpoise,6,6,,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
34660,9/25/2009,2009,9,12:10,5952,Spieden Channel,7,168,,,Harbor Porpoise,,,,,,,other,MysticSea,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39839,4/4/2010,2010,4,14:30,5952,,7,168,0,0,Harbor Porpoise,1,1,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39730,5/30/2010,2010,5,18:30,5952,,7,168,0,0,Harbor Porpoise,1,1,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39696,6/25/2010,2010,6,13:10,5952,,7,168,0,0,Harbor Porpoise,20+,20+,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39690,6/29/2010,2010,6,15:00,5952,,7,168,0,0,Harbor Porpoise,4,4,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
39597,9/7/2010,2010,9,17:15,5952,,7,168,0,0,Harbor Porpoise,1,1,,,,,Other,WW,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
44396,7/26/2011,2011,7,14:40,5952,,7,168,0,0,Harbor Porpoise,12,12,,,,,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
44985,9/20/2011,2011,9,14:55,5952,,7,168,0,0,Harbor Porpoise,2,2,,,,Mom and calf,Other,WW-WP,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83319,4/22/2012,2012,4,14:20,5952,,7,168,0,0,Harbor Porpoise,10~,10~,,,,,Other,WW-WP,Craig,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
83081,6/26/2012,2012,6,14:20,5952,,7,168,0,0,Harbor Porpoise,2,2,,,,,Other,WW-WP,Craig,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82827,8/13/2012,2012,8,,5952,Spieden,7,168,0,0,Harbor Porpoise,1,1,,,,PM sighting,Other,WW,WP-craig,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82806,8/18/2012,2012,8,,5952,,7,168,0,0,Harbor Porpoise,,,,,,1045 departure,Other,WW,WP-peter,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82561,10/11/2012,2012,10,13:00,5952,,7,168,0,0,Harbor Porpoise,4-Mar,3.4,,,,,Other,WW,WP-Nancy,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
2694,10/14/2001,2001,10,17:30,5966,,7,168,,,Harbor Porpoise,6,6,,,,Feeding.,,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
40276,7/8/2010,2010,7,17:56,5966,,7,168,48.63814,-123.10166,Harbor Porpoise,20+,20+,MILL,,,,Other,WW-SJS,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
63582,6/18/1976,1976,6,17:10,384,,7,169,0,0,Harbor porpoise,1,1,,,,,HDB,Researchers,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
63603,8/16/1982,1982,8,19:15,384,,7,169,0,0,harbor porpoise,3,3,mill,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
32122,9/14/2006,2006,9,16:00,384,Battleship Island,7,169,,,Harbor Porpoise,,,W,,,,other,WP logbook,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
13121,7/30/2007,2007,7,,1372,,7,169,,,Harbor Porpoise,12,12,,,,,Other,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
82707,9/4/2012,2012,9,15:10,1372,,7,169,0,0,Harbor Porpoise,5,5,,,,,Other,WW,WP-craig,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
69772,6/25/1984,1984,6,16:14,2658,,7,169,0,0,Harbor porpoise,1,1,N,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
70313,6/15/1984,1984,6,17:15,2988,,7,169,0,0,Harbor porpoise,3-Feb,2.3,,,,,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
70323,8/21/1984,1984,8,12:45,2988,,7,169,0,0,Harbor porpoise,2,2,mill,,,Mom and calf,HDB,Researcher,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
73506,5/15/1976,1976,5,19:26,3615,,7,169,0,0,Harbor porpoise,4,4,,,,,HDB,Researchers,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
11116,9/15/2006,2006,9,11:30,3755,,7,169,48.6025,-123.1675,Harbor Porpoise,1,1,,,,Dead adult caught in gillnet; cut loose by WDFW and delivered to ALT.  Sunk in water at FHL for necropsy.,Other,Reliable,,FALSE,FALSE,TRUE,TRUE,FALSE,2006-SJ094,Dead,
74275,8/27/1982,1982,8,19:00,4054,,7,169,0,0,harbor porpoise,5-Apr,4.5,mill,,,,Hotline,Public,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
751,6/26/1998,1998,6,,4054,,7,169,,,Harbor Porpoise,,,,,,,Hotline,Reliable,,FALSE,FALSE,FALSE,FALSE,FALSE,,Alive,No
